Sr.No,Bill no. ,Invoice,Invoice No,Bill Date,,Sticher Name,vendor code,buyer name,Description,Style name,HSN Code,rate,Bill no. ,P O Number,Destination ,, Invoice Full Amount ,Invoice Pcs,"Grn 
Pcs",Short Pcs,Remark,Grn No,Grn Date,,Transport,Bill no. ,LR No,LR  Date ,Cartons,Bank Name,Date,Hundi No,Vendor Code,Remark
397,27397,GS/0,GS/027397,21-Jul-25,,Shreeji Apparels,,Baazar Style (JM Jain LLP),"LADIES-ETHNIC
TOPWEAR-KURTI (LE)/Deep Green
",LKE-UTMUNITED-05,62046300,255.00,27397,PO/00011068/25-26,West Bengal,," 71,422.00 ",275,275,0,,GRC/11904/25-26,07-Aug-25,,Sai Logistics,27397,163742,21-Jul-25,3,,,,,
398,27398,GS/0,GS/027398,21-Jul-25,,Shreeji Apparels,,Baazar Style (JM Jain LLP),"LADIES-ETHNIC
TOPWEAR-KURTI (LE)/Deep Green
", LKE-UTMUNITED-05,62046300,255.00,27398,PO/00011061/25-26,West Bengal,," 5,69,301.00 ",2192,2192,0,,GRC/11118/25-26,02-Aug-25,,Sai Logistics,27398,163743,21-Jul-25,20,,,,,
399,27399,GS/0,GS/027399,16-Jul-25,28-Mar-26,Salasar Creation,,Nexon,SU-EFK00189-225 AW25/Fair Green,EFK00189,62064000,343.80,27399,PO(ELHYD)/04574/25-26,Hyderabad,," 6,48,699.00 ",1797,1797,0,,GRC(HYD)/00003322/25-26,21-Jul-25,,Elite Eagle,27399,EE-933177,16-Jul-25,24,,,,,
400,27400,GS/0,GS/027400,17-Jul-25,28-Mar-26,Bharat Garments,,Nexon,SU-NEL00074-125 SS25/Black,NEL00074,62064000,260.00,27400,PO(ELHYD)/03925/25-26,Hyderabad,," 3,37,155.00 ",1235,1235,0,,GRC(HYD)/00003291/25-26,21-Jul-25,,Elite Eagle,27400,EE-933446,18-Jul-25,28,,,,,
401,27401,GS/0,GS/027401,17-Jul-25,28-Mar-26,Bhramdev Garments,,Nexon,"SU-EFK00204-225 AW25/Navy Blue
",EFK00204,62064000,318.00,27401,PO(ELHYD)/04512/25-26,Hyderabad,," 6,67,800.00 ",2000,2000,0,,GRC(HYD)/00003330/25-26,22-Jul-25,,Elite Eagle,27401,EE-933452,18-Jul-25,29,,,,,
402,27402,GS/0,GS/027402,17-Jul-25,28-Mar-26,Salasar Creation,,Nexon,SU-NET00108-125 SS25/Multi,NET00108,62064000,230.00,27402,PO(ELHYD)/04316/25-26,Hyderabad,," 5,63,178.00 ",2332,2332,0,,GRC(HYD)/00003290/25-26,21-Jul-25,,Elite Eagle,27402,EE-933456,18-Jul-25,26,,,,,
403,27403,GS/0,GS/027403,22-Jul-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSFUT3485/Pink,GETKRTSFUT3485,62064000,311.00,27403,5109560051,West Bengal,," 3,13,488.00 ",960,960,0,,5070845837,04-Aug-25,,Sai Logistics,27403,163763,22-Jul-25,15,,25-07-2025,Reliance120,,
404,27404,GS/0,GS/027404,22-Jul-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSFUT3485/Pink,GETKRTSFUT3485,62064000,311.00,27404,5109560063,Jhajjar,," 3,39,612.00 ",1040,1032,8,,5070360740,31-Jul-25,,Sai Logistics,27404,163764,22-Jul-25,17,,25-07-2025,Reliance120,,
405,27405,GS/0,GS/027405,22-Jul-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSFUT3485/Pink,GETKRTSFUT3485,62064000,311.00,27405,5109560070,Bangalore,," 6,03,464.00 ",1848,1848,0,,5070819079,04-Aug-25,,Sai Logistics,27405,163762,22-Jul-25,29,,25-07-2025,Reliance120,,
406,27406,GS/0,GS/027406,24-Jul-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSFUT3481/Peach,GETKRTSFUT3481,62064000,311.00,27406,5109560052,West Bengal,," 3,13,488.00 ",960,960,0,,5070942048,05-Aug-25,,Sai Logistics,27406,163843,24-Jul-25,15,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
407,27407,GS/0,GS/027407,24-Jul-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSFUT3481/Peach,GETKRTSFUT3481,62064000,311.00,27407,5109560065,Jhajjar,," 3,39,612.00 ",1040,1040,0,,5070521649,01-Aug-25,,Sai Logistics,27407,163842,24-Jul-25,17,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
408,27408,GS/0,GS/027408,24-Jul-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSFUT3481/Peach,GETKRTSFUT3481,62064000,311.00,27408,5109560068,Bangalore,," 6,03,464.00 ",1848,1848,0,,5070926606,05-Aug-25,,Sai Logistics,27408,163844,24-Jul-25,29,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
409,27409,GS/0,GS/027409,21-Jul-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3436/Green,GETKRTSFUT3436,62064000,311.00,27409,5109560054,West Bengal,," 3,13,488.00 ",960,960,0,,5070652144,02-Aug-25,,Sai Logistics,27409,163746,21-Jul-25,15,,25-07-2025,Reliance120,,
410,27410,GS/0,GS/027410,21-Jul-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3436/Green,GETKRTSFUT3436,62064000,311.00,27410,5109560060,Jhajjar,," 3,39,612.00 ",1040,1032,8,,5070140771,29-Jul-25,,Sai Logistics,27410,163747,21-Jul-25,17,,25-07-2025,Reliance120,,
411,27411,GS/0,GS/027411,21-Jul-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3436/Green,GETKRTSFUT3436,62064000,311.00,27411,5109560073,Bangalore,," 6,03,464.00 ",1848,1840,8,,5070539617,01-Aug-25,,Sai Logistics,27411,163750,21-Jul-25,29,,25-07-2025,Reliance120,,
412,27412,GS/0,GS/027412,19-Jul-25,28-Mar-26,Bharat Garments,,Nexon,SU-ESP00004-222 AW25/Lavender,ESP00004,62063000,275.00,27412,PO(ELHYD)/04719/25-26,Hyderabad,," 1,04,528.00 ",362,362,0,,GRC(HYD)/00003286/25-26,21-Jul-25,,Elite Eagle,27412,,,8,,,,,
413,27413,GS/0,GS/027413,19-Jul-25,28-Mar-26,Bharat Garments,,Nexon,"SU-ESP00004-
223 AW25/Brown",ESP00004,62063000,275.00,27413,PO(ELHYD)/04704/25-26,Hyderabad,," 1,53,326.00 ",531,531,0,,GRC(HYD)/00003288/25-26,21-Jul-25,,Elite Eagle,27413,,,10,,,,,
414,27414,GS/0,GS/027414,19-Jul-25,28-Mar-26,Bharat Garments,,Nexon,SU-ESP00004-222 AW25/Dark Earth,ESP00004,62063000,275.00,27414,PO(ELHYD)/04708/25-26,Hyderabad,," 86,625.00 ",300,300,0,,GRC(HYD)/00003287/25-26,21-Jul-25,,Elite Eagle,27414,,,6,,,,,
415,27415,GS/0,GS/027415,22-Jul-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3489/Green,GETKRTSFUT3489,62064000,311.00,27415,5109560050,West Bengal,," 3,13,488.00 ",960,960,0,,5070845836,04-Aug-25,,Sai Logistics,27415,163766,22-Jul-25,15,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
416,27416,GS/0,GS/027416,22-Jul-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3489/Green,GETKRTSFUT3489,62064000,311.00,27416,5109560062,Jhajjar,," 3,39,612.00 ",1040,1040,0,,5070358609,31-Jul-25,,Sai Logistics,27416,163765,22-Jul-25,17,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
417,27417,GS/0,GS/027417,22-Jul-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3489/Green,GETKRTSFUT3489,62064000,311.00,27417,5109560072,Bangalore,," 6,03,464.00 ",1848,1848,0,,5070820005,04-Aug-25,,Sai Logistics,27417,163767,22-Jul-25,29,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
418,27418,GS/0,GS/027418,19-Jul-25,28-Mar-26,Salasar Creation,,Nexon,"SU-EEST00217-125 SS25/Azure Blue



",EEST00217,62063000,235.00,27418,PO(ELHYD)/02901/25-26,Hyderabad,," 7,85,405.00 ",3183,3183,0,,GRC(HYD)/00003321/25-26,21-Jul-25,,Elite Eagle,27418,,,42,,,,,
419,27419,GS/0,GS/027419,19-Jul-25,28-Mar-26,Salasar Creation,,Nexon,SU-ESPT00015-125 SS25/Azure Blue,ESPT00015,62063000,195.00,27419,PO(ELHYD)/02921/25-26,Hyderabad,," 5,78,419.00 ",2825,2825,0,,GRC(HYD)/00003284/25-26,21-Jul-25,,Elite Eagle,27419,EE-933756,19-Jul-25,38,,,,,
420,27420,GS/0,GS/027420,22-Jul-25,,Bharat Garments,12635,Max,"NOOSCWPTLY/Beige
  ","NOOSCWPTLY
  ",62063000,230.00,27420,1894826,Bangalore,," 1,01,430.00 ",420,420,0,,84719306,02-Aug-25,,Tci Express,27420,151893313,22-Jul-25,7,,,,,
421,27421,GS/0,GS/027421,22-Jul-25,,Bharat Garments,12635,Max,"NOOSCWPTLY/Beige
  ","NOOSCWPTLY
  ",62063000,230.00,27421,1894826,Bhiwandi,," 14,490.00 ",60,60,0,,84470185,29-Jul-25,,Tci Express,27421,151893324,22-Jul-25,1,,,,,
422,27422,GS/0,GS/027422,22-Jul-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Offwhite,"NOOSCWPTLY
  ",62063000,230.00,27422,1894838,Bangalore,," 4,78,170.00 ",1980,1980,0,,84719235,03-Aug-25,,Tci Express,27422,151893335,22-Jul-25,33,,,,,
423,27423,GS/0,GS/027423,22-Jul-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Offwhite,"NOOSCWPTLY
  ",62063000,230.00,27423,1894838,Ghaziabad,," 1,30,410.00 ",540,540,0,,84585176,01-Aug-25,,Tci Express,27423,151893346,22-Jul-25,9,,,,,
424,27424,GS/0,GS/027424,22-Jul-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Offwhite,"NOOSCWPTLY
  ",62063000,230.00,27424,1894838,Bhiwandi,," 1,15,920.00 ",480,423,57,Debit Note As Per Mail,84469481,29-Jul-25,,Tci Express,27424,151893350,22-Jul-25,8,,,,,
425,27425,GS/0,GS/027425,22-Jul-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Offwhite,"NOOSCWPTLY
  ",62063000,230.00,27425,1894838,West Bengal,," 72,450.00 ",300,300,0,,84585653,31-Jul-25,,Tci Express,27425,151893361,22-Jul-25,5,,,,,
426,27426,GS/0,GS/027426,22-Jul-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black,"NOOSCWPTLY
  ",62063000,230.00,27426,1894832,West Bengal,," 14,490.00 ",60,60,0,,84585734,31-Jul-25,,Tci Express,27426,151893372,22-Jul-25,1,,,,,
427,27427,GS/0,GS/027427,22-Jul-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black,"NOOSCWPTLY
  ",62063000,230.00,27427,1894832,Bangalore,," 3,04,290.00 ",1260,1256,4,,84720342,03-Aug-25,,Tci Express,27427,151893383,22-Jul-25,21,,,,,
428,27428,GS/0,GS/027428,22-Jul-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black,"NOOSCWPTLY
  ",62063000,230.00,27428,1894832,Ghaziabad,," 43,470.00 ",180,180,0,,84584051,01-Aug-25,,Tci Express,27428,151893394,22-Jul-25,3,,,,,
429,27429,GS/0,GS/027429,22-Jul-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black,"NOOSCWPTLY
  ",62063000,230.00,27429,1894832,Bhiwandi,," 1,01,430.00 ",420,420,0,,84469480,29-Jul-25,,Tci Express,27429,151893405,22-Jul-25,7,,,,,
430,27430,GS/0,GS/027430,21-Jul-25,28-Mar-26,Salasar Creation,,Nexon,SU-EFK00206-225 AW25/Maroon,EFK00206,62064000,284.59,27430,PO(ELHYD)/04594/25-26,Hyderabad,," 5,82,698.00 ",1950,1950,0,,GRC(HYD)/00003426/25-26,26-Jul-25,,Elite Eagle,27430,EE-933990,21-Jul-25,27,,,,,
431,27431,GS/0,GS/027431,26-Jul-25,,Shreeji Apparels,RR10337044,Reliance,Getkrtsfut3452/Mint,GETKRTSFUT3452,62064000,311.00,27431,5109560053,West Bengal,," 3,13,488.00 ",960,960,0,,5071186869,07-Aug-25,,Sai Logistics,27431,163872,26-Jul-25,15,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
432,27432,GS/0,GS/027432,26-Jul-25,,Shreeji Apparels,RR10337044,Reliance,Getkrtsfut3452/Mint,GETKRTSFUT3452,62064000,311.00,27432,5109560066,Jhajjar,," 3,39,612.00 ",1040,1032,8,,5070634846,02-Aug-25,,Sai Logistics,27432,163875,26-Jul-25,17,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
433,27433,GS/0,GS/027433,26-Jul-25,,Shreeji Apparels,RR10337044,Reliance,Getkrtsfut3452/Mint,GETKRTSFUT3452,62064000,311.00,27433,5109560067,Bangalore,," 6,03,464.00 ",1848,1848,0,,5071175299,07-Aug-25,,Sai Logistics,27433,163876,26-Jul-25,29,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
434,27434,GS/0,GS/027434,02-Aug-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3452/Mint,GETKRTSFUT3452,62064000,311.00,27434,5109637372,West Bengal,," 1,34,865.00 ",413,413,0,,5072647050,21-Aug-25,,Sai Logistics,27434,164094,03-Aug-25,11,HSBC BANK,22-08-2025,Reliance 125,RR10337044,
435,27435,GS/0,GS/027435,02-Aug-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3452/Mint,GETKRTSFUT3452,62064000,311.00,27435,5109637375,Jhajjar,," 1,45,641.00 ",446,446,0,,5071710060,12-Aug-25,,Sai Logistics,27435,164084,03-Aug-25,12,HSBC BANK,22-08-2025,Reliance 125,RR10337044,
436,27436,GS/0,GS/027436,02-Aug-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3452/Mint,GETKRTSFUT3452,62064000,311.00,27436,5109637378,Bangalore,," 2,43,933.00 ",747,737,10,,5071728405,12-Aug-25,,Sai Logistics,27436,164131,05-Aug-25,17,HSBC BANK,22-08-2025,Reliance 125,RR10337044,
437,27437,GS/0,GS/027437,26-Jul-25,28-Mar-26,Bharat Garments,,Nexon,SU-ESP00004-225 AW25/Beige,ESP00004,62041290,275.00,27437,PO(ELHYD)/04771/25-26,Hyderabad,," 85,470.00 ",296,296,0,,GRC(HYD)/00003439/25-26,26-Jul-25,,Elite Eagle,27437,EE-934514,23-Jul-25,7,,,,,
438,27438,GS/0,GS/027438,26-Jul-25,28-Mar-26,Bharat Garments,,Nexon,SU-ESP00004-225 AW25/Black,ESP00004,62041290,275.00,27438,PO(ELHYD)/04772/25-26,Hyderabad,," 7,85,978.00 ",2722,2722,0,,GRC(HYD)/00003444/25-26,26-Jul-25,,Elite Eagle,27438,EE-934515,23-Jul-25,47,,,,,
439,27439,GS/0,GS/027439,26-Jul-25,28-Mar-26,Bharat Garments,,Nexon,"SU-ESP00004-125 AW25/Golden Cream
",ESP00004,62041290,275.00,27439,PO(ELHYD)/04759/25-26,Hyderabad,," 1,66,031.00 ",575,575,0,,GRC(HYD)/00003747/25-26,05-Aug-25,,Elite Eagle,27439,610381,31-Jul-25,12,,,,,
440,27440,GS/0,GS/027440,26-Jul-25,28-Mar-26,Bharat Garments,,Nexon,SU-ESP00004-125 AW25/Grey,ESP00004,62041290,275.00,27440,PO(ELHYD)/04776/25-26,Hyderabad,," 2,97,124.00 ",1029,1029,0,,GRC(HYD)/00003432/25-26,26-Jul-25,,Elite Eagle,27440,EE-934516,23-Jul-25,18,,,,,
441,27441,GS/0,GS/027441,26-Jul-25,,Abt Enterprises,116216,D-Mart,KURTIPANT LD LDCRTLC,KURTIPANT LD LDCRTLC,62114219,210.00,27441,5002386567,Vadodara,," 2,25,792.00 ",1024,1024,0,,Payment Received,04-Aug-25,,Sai Logistics,27441,163885,23-Jul-25,32,,,,,
442,27442,GS/0,GS/027442,26-Jul-25,,Swar Savi Enterprises,116216,D-Mart,PALAZZO LD CTN BT SCF,PALAZZO LD CTN BT SCF,62045290,247.00,27442,5002386548,Bhiwandi,," 5,22,849.00 ",2016,2016,0,,Payment Received,04-Aug-25,,Sai Logistics,27442,163346,23-Jul-25,63,,,,,
443,27443,GS/0,GS/027443,26-Jul-25,,Swar Savi Enterprises,116216,D-Mart,PALAZZO LD CTN BT SCF,PALAZZO LD CTN BT SCF,62045290,247.00,27443,5002386552,Telangana,," 5,22,849.00 ",2016,1984,32,Transporter Short Debit Note,Payment Received,11-Aug-25,,Sai Logistics,27443,163345,23-Jul-25,63,,,,,
444,27444,GS/0,GS/027444,26-Jul-25,28-Mar-26,Gajanan Kumar Koli,,Nexon,SU-ESL00003-224 SS25/Light Gold,ESL00003,62064000,289.00,27444,PO(ELHYD)/04953/25-26,Hyderabad,," 3,03,450.00 ",1000,1000,0,,GRC(HYD)/00003553/25-26,30-Jul-25,,Elite Eagle,27444,,,13,,,,,
445,27445,GS/0,GS/027445,26-Jul-25,28-Mar-26,Bharat Garments,,Nexon,"SU-ESP00004-
223 AW25/Offwhite",ESP00004,62063000,275.00,27445,PO(ELHYD)/04720/25-26,Hyderabad,," 2,07,611.00 ",719,719,0,,GRC(HYD)/00003575/25-26,31-Jul-25,,Elite Eagle,27445,EE-934564,24-Jul-25,12,,,,,
446,27446,GS/0,GS/027446,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3059/Cream,GSLNTGOCUT3059,61082100,222.00,27446,5110391941,West Bengal,," 1,03,496.00 ",444,444,0,,5072362570,18-Aug-25,,Sai Logistics,27446,163925,28-Jul-25,8,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
447,27447,GS/0,GS/027447,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3059/Cream,GSLNTGOCUT3059,61082100,222.00,27447,5110391944,Jhajjar,," 2,19,580.00 ",942,942,0,,5071607379,11-Aug-25,,Sai Logistics,27447,163920,28-Jul-25,16,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
448,27448,GS/0,GS/027448,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3059/Cream,GSLNTGOCUT3059,61082100,222.00,27448,5110391947,Bangalore,," 4,36,363.00 ",1872,1867,5,,5072674946,21-Aug-25,,Sai Logistics,27448,163929,28-Jul-25,30,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
449,27449,GS/0,GS/027449,26-Jul-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3491/Pink,GETKRTSFUT3491,62064000,390.00,27449,5109560049,West Bengal,," 2,52,252.00 ",616,616,0,,5071186862,07-Aug-25,,Sai Logistics,27449,163873,26-Jul-25,20,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
450,27450,GS/0,GS/027450,02-Aug-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3491/Pink,GETKRTSFUT3491,62064000,390.00,27450,5109560061,Jhajjar,," 2,71,908.00 ",664,664,0,,5071701609,12-Aug-25,,Sai Logistics,27450,164085,03-Aug-25,17,HSBC BANK,22-08-2025,Reliance 125,RR10337044,
451,27451,GS/0,GS/027451,02-Aug-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3491/Pink,GETKRTSFUT3491,62064000,390.00,27451,5109560074,Bangalore,," 4,81,572.00 ",1176,1176,0,,5071806883,13-Aug-25,,Sai Logistics,27451,164135,05-Aug-25,30,HSBC BANK,22-08-2025,Reliance 125,RR10337044,
452,27452,GS/0,GS/027452,02-Aug-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3491/Pink,GETKRTSFUT3491,62064000,390.00,27452,5109637372,West Bengal,," 1,05,651.00 ",258,257,1,,5072662893,21-Aug-25,,Sai Logistics,27452,164097,03-Aug-25,10,HSBC BANK,22-08-2025,Reliance 125,RR10337044,
453,27453,GS/0,GS/027453,02-Aug-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3491/Pink,GETKRTSFUT3491,62064000,390.00,27453,5109637375,Jhajjar,," 1,15,070.00 ",281,281,0,,5071705822,12-Aug-25,,Sai Logistics,27453,164086,03-Aug-25,10,HSBC BANK,22-08-2025,Reliance 125,RR10337044,
454,27454,GS/0,GS/027454,02-Aug-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSFUT3491/Pink,GETKRTSFUT3491,62064000,390.00,27454,5109637378,Bangalore,," 1,90,008.00 ",464,443,21,,5071726702,12-Aug-25,,Sai Logistics,27454,164132,05-Aug-25,12,HSBC BANK,22-08-2025,Reliance 125,RR10337044,
455,27455,GS/0,GS/027455,30-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3069/Dark Blue,GSLNTGOCUT3069,61082100,222.00,27455,5110391942,West Bengal,," 53,380.00 ",229,229,0,,5072362265,18-Aug-25,,Sai Logistics,27455,163999,30-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
456,27456,GS/0,GS/027456,30-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3069/Dark Blue,GSLNTGOCUT3069,61082100,222.00,27456,5110391945,Jhajjar,," 57,576.00 ",247,246,1,,5072373526,18-Aug-25,,Sai Logistics,27456,163993,30-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
457,27457,GS/0,GS/027457,30-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3069/Dark Blue,GSLNTGOCUT3069,61082100,222.00,27457,5110391948,Bangalore,," 55,245.00 ",237,236,1,,5071796100,13-Aug-25,,Sai Logistics,27457,163986,30-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
458,27458,GS/0,GS/027458,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3128/Beige,GSLNTGOCUT3128,61082100,222.00,27458,5110391939,West Bengal,," 35,664.00 ",153,152,1,,5072362747,18-Aug-25,,Sai Logistics,27458,163926,28-Jul-25,4,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
459,27459,GS/0,GS/027459,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3128/Beige,GSLNTGOCUT3128,61082100,222.00,27459,5110391940,Jhajjar,," 52,914.00 ",227,227,0,,5071610168,11-Aug-25,,Sai Logistics,27459,163919,28-Jul-25,6,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
460,27460,GS/0,GS/027460,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3128/Beige,GSLNTGOCUT3128,61082100,222.00,27460,5110391943,Bangalore,," 82,051.00 ",352,352,0,,5072663833,21-Aug-25,,Sai Logistics,27460,163930,28-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
461,27461,GS/0,GS/027461,,,,,,,,,,27461,,,,,,,0,,Cancel Invoice,,,,27461,,,,,,,,
462,27462,GS/0,GS/027462,,,,,,,,,,27462,,,,,,,0,,Cancel Invoice,,,,27462,,,,,,,,
463,27463,GS/0,GS/027463,,,,,,,,,,27463,,,,,,,0,,Cancel Invoice,,,,27463,,,,,,,,
464,27464,GS/0,GS/027464,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3057/Black,GSLNTGOCUT3057,61082100,222.00,27464,5110391949,West Bengal,," 58,974.00 ",253,253,0,,5072362266,18-Aug-25,,Sai Logistics,27464,163924,28-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
465,27465,GS/0,GS/027465,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3057/Black,GSLNTGOCUT3057,61082100,222.00,27465,5110391954,Jhajjar,," 86,713.00 ",372,372,0,,5071597123,11-Aug-25,,Sai Logistics,27465,163921,28-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
466,27466,GS/0,GS/027466,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3057/Black,GSLNTGOCUT3057,61082100,222.00,27466,5110391956,Bangalore,," 1,34,033.00 ",575,550,25,,5072667732,21-Aug-25,,Sai Logistics,27466,163931,28-Jul-25,11,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
467,27467,GS/0,GS/027467,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3121/Blue,GSLNTGOCUT3121,61082100,222.00,27467,5110391950,West Bengal,," 56,177.00 ",241,241,0,,5072362262,18-Aug-25,,Sai Logistics,27467,163928,28-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
468,27468,GS/0,GS/027468,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3121/Blue,GSLNTGOCUT3121,61082100,222.00,27468,5110391953,Jhajjar,," 82,984.00 ",356,356,0,,5071594975,11-Aug-25,,Sai Logistics,27468,163923,28-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
469,27469,GS/0,GS/027469,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3121/Blue,GSLNTGOCUT3121,61082100,222.00,27469,5110391955,Bangalore,," 72,028.00 ",309,308,1,,5072664751,21-Aug-25,,Sai Logistics,27469,163932,28-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
470,27470,GS/0,GS/027470,24-Jul-25,28-Mar-26,Shreeji Apparels,,Nexon,"SU-ESPT00003-
224 AW25/Latte",ESPT00003,61099090,295.00,27470,PO(ELHYD)/03704/25-26,Hyderabad,," 2,88,997.00 ",933,933,0,,GRC(HYD)/00003713/25-26,05-Aug-25,,Elite Eagle,27470,EE-934662,24-Jul-25,20,,,,,
471,27471,GS/0,GS/027471,24-Jul-25,28-Mar-26,Shreeji Apparels,,Nexon,"SU-ESPT00003-
224 AW25/Black",ESPT00003,61099090,295.00,27471,PO(ELHYD)/03689/25-26,Hyderabad,," 4,64,625.00 ",1500,1500,0,,GRC(HYD)/00003736/25-26,05-Aug-25,,Elite Eagle,27471,EE-934663,24-Jul-25,31,,,,,
472,27472,GS/0,GS/027472,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3165/Blue,GSLNTGOCUT3165,61082100,222.00,27472,5110391950,West Bengal,," 35,664.00 ",153,153,0,,5072362261,18-Aug-25,,Sai Logistics,27472,163927,28-Jul-25,5,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
473,27473,GS/0,GS/027473,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3165/Blue,GSLNTGOCUT3165,61082100,222.00,27473,5110391953,Jhajjar,," 52,448.00 ",225,224,1,,5071610165,11-Aug-25,,Sai Logistics,27473,163922,28-Jul-25,5,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
474,27474,GS/0,GS/027474,26-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3165/Blue,GSLNTGOCUT3165,61082100,222.00,27474,5110391955,Bangalore,," 81,352.00 ",349,348,1,,5072663835,21-Aug-25,,Sai Logistics,27474,163933,28-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
475,27475,GS/0,GS/027475,28-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3117/Grey,GSLNTGOCUT3117,61082100,222.00,27475,5110391946,West Bengal,," 48,951.00 ",210,210,0,,5072362575,18-Aug-25,,Sai Logistics,27475,163950,29-Aug-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
476,27476,GS/0,GS/027476,28-Jul-25,,United Godown,RR10337044,Reliance,GSLNTGOCUT3117/Grey,GSLNTGOCUT3117,61082100,222.00,27476,5110391951,Jhajjar,," 63,636.00 ",273,273,0,,5071594509,11-Aug-25,,Sai Logistics,27476,163942,29-Jul-25,7,HSBC BANK,05-08-2025,Reliance 122,RR10337044,
